file,context,context_pos,target_word,gloss,is_proper_gloss,wn_index,sense_full
../semcor3.0/brown2/br-h13.naf,railroads serving our large metropolitan areas have found it increasingly to render the kind of service our expanding population,railroads_NN serving_VB our_PRP $ large_JJ metropolitan_JJ areas_NN have_VB found_VB it_PRP difficult_JJ to_TO render_VB the_DT kind_NN of_RB service_NN our_PRP $,w17,advancing in amount or intensity,True,increasingly%4:02:00::,increasingly.r.01
../semcor3.0/brown2/br-h13.naf,serving our large metropolitan areas have found it increasingly difficult render the kind of service our expanding population wants,serving_VB our_PRP $ large_JJ metropolitan_JJ areas_NN have_VB found_VB it_PRP increasingly_RB to_TO render_VB the_DT kind_NN of_RB service_NN our_PRP $ expanding_JJ,w18,not easy; requiring great physical or mental effort to accomplish or comprehend or endure,True,difficult%3:00:00::,difficult.a.01
../semcor3.0/brown2/br-h13.naf,large metropolitan areas have found it increasingly difficult to render kind of service our expanding population wants and is,$ large_JJ metropolitan_JJ areas_NN have_VB found_VB it_PRP increasingly_RB difficult_JJ to_TO the_DT kind_NN of_RB service_NN our_PRP $ expanding_JJ population_NN wants_VB,w20,give something useful or necessary to,True,render%2:40:02::,supply.v.01
../semcor3.0/brown2/br-h13.naf,areas have found it increasingly difficult to render the kind service our expanding population wants and is entitled to,metropolitan_JJ areas_NN have_VB found_VB it_PRP increasingly_RB difficult_JJ to_TO render_VB the_DT of_RB service_NN our_PRP $ expanding_JJ population_NN wants_VB and_CC is_VB,w22,a category of things distinguished by some common characteristic or quality,True,kind%1:09:00::,kind.n.01
../semcor3.0/brown2/br-h13.naf,found it increasingly difficult to render the kind of service expanding population wants and is entitled to have The,have_VB found_VB it_PRP increasingly_RB difficult_JJ to_TO render_VB the_DT kind_NN of_RB our_PRP $ expanding_JJ population_NN wants_VB and_CC is_VB entitled_JJ to_TO,w24,work done by one person or group that benefits another,True,service%1:04:08::,service.n.01
../semcor3.0/brown2/br-h13.naf,difficult to render the kind of service our expanding population and is entitled to have The causes of the,increasingly_RB difficult_JJ to_TO render_VB the_DT kind_NN of_RB service_NN our_PRP $ population_NN wants_VB and_CC is_VB entitled_JJ to_TO have_VB The_DT causes_NN,w27,the people who inhabit a territory or state,True,population%1:14:00::,population.n.01
../semcor3.0/brown2/br-h13.naf,to render the kind of service our expanding population wants is entitled to have The causes of the decline,difficult_JJ to_TO render_VB the_DT kind_NN of_RB service_NN our_PRP $ expanding_JJ wants_VB and_CC is_VB entitled_JJ to_TO have_VB The_DT causes_NN of_IN,w28,feel or have a desire for; want strongly,True,want%2:37:00::,desire.v.01
../semcor3.0/brown2/br-h13.naf,kind of service our expanding population wants and is entitled have The causes of the decline of the commuter,the_DT kind_NN of_RB service_NN our_PRP $ expanding_JJ population_NN wants_VB and_CC entitled_JJ to_TO have_VB The_DT causes_NN of_IN the_DT decline_NN of_IN,w31,qualified for by right according to law,True,entitled%5:00:00:eligible:00,entitled.s.01
../semcor3.0/brown2/br-h13.naf,service our expanding population wants and is entitled to have causes of the decline of the commuter railroads are,of_RB service_NN our_PRP $ expanding_JJ population_NN wants_VB and_CC is_VB entitled_JJ have_VB The_DT causes_NN of_IN the_DT decline_NN of_IN the_DT commuter_NN,w33,get something; come into possession of,True,have%2:40:03::,receive.v.01
../semcor3.0/brown2/br-h13.naf,population wants and is entitled to have The causes of decline of the commuter railroads are many and complex,$ expanding_JJ population_NN wants_VB and_CC is_VB entitled_JJ to_TO have_VB The_DT of_IN the_DT decline_NN of_IN the_DT commuter_NN railroads_NN are_VB many_JJ,w36,events that provide the generative force that is the origin of something,True,cause%1:11:00::,cause.n.01
../semcor3.0/brown2/br-h13.naf,is entitled to have The causes of the decline of commuter railroads are many and complex high taxes losses,wants_VB and_CC is_VB entitled_JJ to_TO have_VB The_DT causes_NN of_IN the_DT of_IN the_DT commuter_NN railroads_NN are_VB many_JJ and_CC complex_JJ high_JJ,w39,a condition inferior to an earlier condition; a gradual falling off from a better state,True,decline%1:26:00::,decline.n.02
../semcor3.0/brown2/br-h13.naf,have The causes of the decline of the commuter railroads many and complex high taxes losses of revenue to,entitled_JJ to_TO have_VB The_DT causes_NN of_IN the_DT decline_NN of_IN the_DT railroads_NN are_VB many_JJ and_CC complex_JJ high_JJ taxes_NN losses_NN of_IN,w42,a passenger train that is ridden primarily by passengers who travel regularly from one place to another,True,commuter%1:06:00::,commuter.n.01
../semcor3.0/brown2/br-h13.naf,The causes of the decline of the commuter railroads are and complex high taxes losses of revenue to Government,to_TO have_VB The_DT causes_NN of_IN the_DT decline_NN of_IN the_DT commuter_NN are_VB many_JJ and_CC complex_JJ high_JJ taxes_NN losses_NN of_IN revenue_NN,w43,line that is the commercial organization responsible for operating a system of transportation for trains that pull passengers or freight,True,railroad%1:06:00::,railway.n.01
../semcor3.0/brown2/br-h13.naf,causes of the decline of the commuter railroads are many complex high taxes losses of revenue to Government subsidized,have_VB The_DT causes_NN of_IN the_DT decline_NN of_IN the_DT commuter_NN railroads_NN many_JJ and_CC complex_JJ high_JJ taxes_NN losses_NN of_IN revenue_NN to_TO,w44,"have an existence, be extant",True,be%2:42:00::,exist.v.01
../semcor3.0/brown2/br-h13.naf,of the decline of the commuter railroads are many and high taxes losses of revenue to Government subsidized highway,The_DT causes_NN of_IN the_DT decline_NN of_IN the_DT commuter_NN railroads_NN are_VB and_CC complex_JJ high_JJ taxes_NN losses_NN of_IN revenue_NN to_TO Government_NN,w45,a quantifier that can be used with count nouns and is often preceded by `as' or `too' or `so' or `that'; amounting to a large but indefinite number,True,many%3:00:00::,many.a.01
../semcor3.0/brown2/br-h13.naf,decline of the commuter railroads are many and complex high losses of revenue to Government subsidized highway and air,of_IN the_DT decline_NN of_IN the_DT commuter_NN railroads_NN are_VB many_JJ and_CC high_JJ taxes_NN losses_NN of_IN revenue_NN to_TO Government_NN subsidized_JJ highway_NN,w47,complicated in structure; consisting of interconnected parts,True,complex%3:00:00::,complex.a.01
../semcor3.0/brown2/br-h13.naf,the commuter railroads are many and complex high taxes losses revenue to Government subsidized highway and air carriers to,decline_NN of_IN the_DT commuter_NN railroads_NN are_VB many_JJ and_CC complex_JJ high_JJ losses_NN of_IN revenue_NN to_TO Government_NN subsidized_JJ highway_NN and_CC air_JJ,w49,greater than normal in degree or intensity or amount,True,high%3:00:02::,high.a.01
../semcor3.0/brown2/br-h13.naf,commuter railroads are many and complex high taxes losses of to Government subsidized highway and air carriers to name,of_IN the_DT commuter_NN railroads_NN are_VB many_JJ and_CC complex_JJ high_JJ taxes_NN of_IN revenue_NN to_TO Government_NN subsidized_JJ highway_NN and_CC air_JJ carriers_NN,w50,charge against a citizen's person or property or activity for the support of government,True,tax%1:21:00::,tax.n.01
../semcor3.0/brown2/br-h13.naf,are many and complex high taxes losses of revenue to subsidized highway and air carriers to name but two,commuter_NN railroads_NN are_VB many_JJ and_CC complex_JJ high_JJ taxes_NN losses_NN of_IN to_TO Government_NN subsidized_JJ highway_NN and_CC air_JJ carriers_NN to_TO name_VB,w52,something lost (especially money lost at gambling),True,losses%1:21:00::,losings.n.01
../semcor3.0/brown2/br-h13.naf,and complex high taxes losses of revenue to Government subsidized and air carriers to name but two And the,are_VB many_JJ and_CC complex_JJ high_JJ taxes_NN losses_NN of_IN revenue_NN to_TO subsidized_JJ highway_NN and_CC air_JJ carriers_NN to_TO name_VB but_CC two_JJ,w54,the entire amount of income before any deductions are made,True,revenue%1:21:01::,gross.n.02
../semcor3.0/brown2/br-h13.naf,high taxes losses of revenue to Government subsidized highway and carriers to name but two And the solutions to,and_CC complex_JJ high_JJ taxes_NN losses_NN of_IN revenue_NN to_TO Government_NN subsidized_JJ and_CC air_JJ carriers_NN to_TO name_VB but_CC two_JJ And_CC the_DT,w56,the organization that is the governing authority of a political unit,True,government%1:14:00::,government.n.01
../semcor3.0/brown2/br-h13.naf,taxes losses of revenue to Government subsidized highway and air to name but two And the solutions to the,complex_JJ high_JJ taxes_NN losses_NN of_IN revenue_NN to_TO Government_NN subsidized_JJ highway_NN air_JJ carriers_NN to_TO name_VB but_CC two_JJ And_CC the_DT solutions_NN,w57,having partial financial support from public funds,True,subsidized%5:00:00:supported:02,subsidized.s.01
../semcor3.0/brown2/br-h13.naf,losses of revenue to Government subsidized highway and air carriers name but two And the solutions to the problems,high_JJ taxes_NN losses_NN of_IN revenue_NN to_TO Government_NN subsidized_JJ highway_NN and_CC carriers_NN to_TO name_VB but_CC two_JJ And_CC the_DT solutions_NN to_TO,w58,a major road for any form of motor transport,True,highway%1:06:00::,highway.n.01
../semcor3.0/brown2/br-h13.naf,to Government subsidized highway and air carriers to name but And the solutions to the problems of the commuter,of_IN revenue_NN to_TO Government_NN subsidized_JJ highway_NN and_CC air_JJ carriers_NN to_TO but_CC two_JJ And_CC the_DT solutions_NN to_TO the_DT problems_NN of_IN,w61,a self-propelled wheeled vehicle designed specifically to carry something,True,carrier%1:06:03::,carrier.n.02
../semcor3.0/brown2/br-h13.naf,highway and air carriers to name but two And the to the problems of the commuter lines have been,Government_NN subsidized_JJ highway_NN and_CC air_JJ carriers_NN to_TO name_VB but_CC two_JJ the_DT solutions_NN to_TO the_DT problems_NN of_IN the_DT commuter_NN lines_NN,w64,make reference to,True,name%2:32:04::,mention.v.01
../semcor3.0/brown2/br-h13.naf,air carriers to name but two And the solutions to problems of the commuter lines have been equally varied,highway_NN and_CC air_JJ carriers_NN to_TO name_VB but_CC two_JJ And_CC the_DT to_TO the_DT problems_NN of_IN the_DT commuter_NN lines_NN have_VBP been_VBN,w66,being one more than one,True,two%5:00:00:cardinal:00,two.s.01
../semcor3.0/brown2/br-h13.naf,but two And the solutions to the problems of the lines have been equally varied ranging all_the_way from Government,to_TO name_VB but_CC two_JJ And_CC the_DT solutions_NN to_TO the_DT problems_NN the_DT commuter_NN lines_NN have_VBP been_VBN equally_RB varied_VB ranging_VB all_the_way_RB,w70,a method for solving a problem,True,solution%1:09:00::,solution.n.03
../semcor3.0/brown2/br-h13.naf,the solutions to the problems of the commuter lines have equally varied ranging all_the_way from Government ownership to complete,two_JJ And_CC the_DT solutions_NN to_TO the_DT problems_NN of_IN the_DT commuter_NN have_VBP been_VBN equally_RB varied_VB ranging_VB all_the_way_RB from_IN Government_NN ownership_NN,w73,a state of difficulty that needs to be resolved,True,problem%1:26:00::,problem.n.01
../semcor3.0/brown2/br-h13.naf,the problems of the commuter lines have been equally varied all_the_way from Government ownership to complete discontinuance of this,solutions_NN to_TO the_DT problems_NN of_IN the_DT commuter_NN lines_NN have_VBP been_VBN varied_VB ranging_VB all_the_way_RB from_IN Government_NN ownership_NN to_TO complete_JJ discontinuance_NN,w76,a passenger train that is ridden primarily by passengers who travel regularly from one place to another,True,commuter%1:06:00::,commuter.n.01
../semcor3.0/brown2/br-h13.naf,problems of the commuter lines have been equally varied ranging from Government ownership to complete discontinuance of this important,to_TO the_DT problems_NN of_IN the_DT commuter_NN lines_NN have_VBP been_VBN equally_RB ranging_VB all_the_way_RB from_IN Government_NN ownership_NN to_TO complete_JJ discontinuance_NN of_RB,w77,the road consisting of railroad track and roadbed,True,line%1:06:03::,line.n.14
../semcor3.0/brown2/br-h13.naf,commuter lines have been equally varied ranging all_the_way from Government to complete discontinuance of this important service There have,of_IN the_DT commuter_NN lines_NN have_VBP been_VBN equally_RB varied_VB ranging_VB all_the_way_RB Government_NN ownership_NN to_TO complete_JJ discontinuance_NN of_RB this_RB important_JJ service_NN,w80,to the same degree (often followed by `as'),True,equally%4:02:01::,equally.r.01
../semcor3.0/brown2/br-h13.naf,lines have been equally varied ranging all_the_way from Government ownership complete discontinuance of this important service There have been,the_DT commuter_NN lines_NN have_VBP been_VBN equally_RB varied_VB ranging_VB all_the_way_RB from_IN ownership_NN to_TO complete_JJ discontinuance_NN of_RB this_RB important_JJ service_NN There_EX,w81,make something more diverse and varied,True,vary%2:30:04::,vary.v.04
../semcor3.0/brown2/br-h13.naf,been equally varied ranging all_the_way from Government ownership to complete of this important service There have been a number,lines_NN have_VBP been_VBN equally_RB varied_VB ranging_VB all_the_way_RB from_IN Government_NN ownership_NN complete_JJ discontinuance_NN of_RB this_RB important_JJ service_NN There_EX have_VBP been_VBN,w83,change or be different within limits,True,range%2:42:01::,range.v.01
../semcor3.0/brown2/br-h13.naf,equally varied ranging all_the_way from Government ownership to complete discontinuance this important service There have been a number of,have_VBP been_VBN equally_RB varied_VB ranging_VB all_the_way_RB from_IN Government_NN ownership_NN to_TO discontinuance_NN of_RB this_RB important_JJ service_NN There_EX have_VBP been_VBN a_JJ,w84,to the goal,True,all_the_way%4:02:09::,all_the_way.r.01
../semcor3.0/brown2/br-h13.naf,ranging all_the_way from Government ownership to complete discontinuance of this service There have been a number of sound plans,equally_RB varied_VB ranging_VB all_the_way_RB from_IN Government_NN ownership_NN to_TO complete_JJ discontinuance_NN this_RB important_JJ service_NN There_EX have_VBP been_VBN a_JJ number_NN of_JJ,w86,the organization that is the governing authority of a political unit,True,government%1:14:00::,government.n.01
../semcor3.0/brown2/br-h13.naf,all_the_way from Government ownership to complete discontinuance of this important There have been a number of sound plans proposed,varied_VB ranging_VB all_the_way_RB from_IN Government_NN ownership_NN to_TO complete_JJ discontinuance_NN of_RB important_JJ service_NN There_EX have_VBP been_VBN a_JJ number_NN of_JJ sound_JJ,w87,the act of having and controlling property,True,ownership%1:04:00::,possession.n.01
../semcor3.0/brown2/br-h13.naf,Government ownership to complete discontinuance of this important service There been a number of sound plans proposed But none,all_the_way_RB from_IN Government_NN ownership_NN to_TO complete_JJ discontinuance_NN of_RB this_RB important_JJ There_EX have_VBP been_VBN a_JJ number_NN of_JJ sound_JJ plans_NN proposed_VB,w89,having every necessary or normal part or component or step,True,complete%3:00:00::,complete.a.01
../semcor3.0/brown2/br-h13.naf,ownership to complete discontinuance of this important service There have a number of sound plans proposed But none of,from_IN Government_NN ownership_NN to_TO complete_JJ discontinuance_NN of_RB this_RB important_JJ service_NN have_VBP been_VBN a_JJ number_NN of_JJ sound_JJ plans_NN proposed_VB But_CC,w90,the act of discontinuing or breaking off; an interruption (temporary or permanent),True,discontinuance%1:04:00::,discontinuance.n.01
../semcor3.0/brown2/br-h13.naf,discontinuance of this important service There have been a number sound plans proposed But none of these has been,to_TO complete_JJ discontinuance_NN of_RB this_RB important_JJ service_NN There_EX have_VBP been_VBN number_NN of_JJ sound_JJ plans_NN proposed_VB But_CC none_NN of_IN these_DT,w93,of great significance or value,True,important%3:00:00::,important.a.01
../semcor3.0/brown2/br-h13.naf,of this important service There have been a number of plans proposed But none of these has been implemented,complete_JJ discontinuance_NN of_RB this_RB important_JJ service_NN There_EX have_VBP been_VBN a_JJ of_JJ sound_JJ plans_NN proposed_VB But_CC none_NN of_IN these_DT has_VBZ,w94,work done by one person or group that benefits another,True,service%1:04:08::,service.n.01
../semcor3.0/brown2/br-h13.naf,been a number of sound plans proposed But none of has been implemented Instead we have stood idly by,There_EX have_VBP been_VBN a_JJ number_NN of_JJ sound_JJ plans_NN proposed_VB But_CC of_IN these_DT has_VBZ been_VBN implemented_VB Instead_RB we_PRP have_VBP stood_VB,w100,the property possessed by a sum or total or indefinite quantity of units or individuals,True,number%1:07:00::,number.n.01
../semcor3.0/brown2/br-h13.naf,number of sound plans proposed But none of these has implemented Instead we have stood idly by watched our,been_VBN a_JJ number_NN of_JJ sound_JJ plans_NN proposed_VB But_CC none_NN of_IN has_VBZ been_VBN implemented_VB Instead_RB we_PRP have_VBP stood_VB idly_RB by_RB,w102,exercising or showing good judgment,True,sound%5:00:00:reasonable:00,healthy.s.04
../semcor3.0/brown2/br-h13.naf,of sound plans proposed But none of these has been Instead we have stood idly by watched our commuter,a_JJ number_NN of_JJ sound_JJ plans_NN proposed_VB But_CC none_NN of_IN these_DT been_VBN implemented_VB Instead_RB we_PRP have_VBP stood_VB idly_RB by_RB watched_VB,w103,a series of steps to be carried out or goals to be accomplished,True,plan%1:09:00::,plan.n.01
../semcor3.0/brown2/br-h13.naf,sound plans proposed But none of these has been implemented we have stood idly by watched our commuter railroad,number_NN of_JJ sound_JJ plans_NN proposed_VB But_CC none_NN of_IN these_DT has_VBZ implemented_VB Instead_RB we_PRP have_VBP stood_VB idly_RB by_RB watched_VB our_PRP,w104,"present for consideration, examination, criticism, etc.",True,propose%2:31:00::,project.v.08
../semcor3.0/brown2/br-h13.naf,been implemented Instead we have stood idly by watched our railroad service decline and have failed to offer a,these_DT has_VBZ been_VBN implemented_VB Instead_RB we_PRP have_VBP stood_VB idly_RB by_RB our_PRP $ commuter_NN railroad_NN service_NN decline_VB and_CC have_VBP failed_VB,w112,apply in a manner consistent with its purpose or design,True,implement%2:41:01::,implement.v.01
../semcor3.0/brown2/br-h13.naf,Instead we have stood idly by watched our commuter railroad decline and have failed to offer a helping_hand Though,been_VBN implemented_VB Instead_RB we_PRP have_VBP stood_VB idly_RB by_RB watched_VB our_PRP commuter_NN railroad_NN service_NN decline_VB and_CC have_VBP failed_VB to_TO offer_VB,w114,"in place of, or as an alternative to",True,instead%4:02:00::,alternatively.r.01
../semcor3.0/brown2/br-h13.naf,stood idly by watched our commuter railroad service decline and failed to offer a helping_hand Though the number of,we_PRP have_VBP stood_VB idly_RB by_RB watched_VB our_PRP $ commuter_NN railroad_NN decline_VB and_CC have_VBP failed_VB to_TO offer_VB a_DT helping_hand_NN Though_IN,w117,not act or do anything,True,stand_by%2:42:00::,stand_by.v.01
../semcor3.0/brown2/br-h13.naf,idly by watched our commuter railroad service decline and have to offer a helping_hand Though the number of people,have_VBP stood_VB idly_RB by_RB watched_VB our_PRP $ commuter_NN railroad_NN service_NN and_CC have_VBP failed_VB to_TO offer_VB a_DT helping_hand_NN Though_IN the_DT,w118,in an idle manner,True,idly%4:02:00::,idly.r.01
../semcor3.0/brown2/br-h13.naf,our commuter railroad service decline and have failed to offer helping_hand Though the number of people flowing in and,by_RB watched_VB our_PRP $ commuter_NN railroad_NN service_NN decline_VB and_CC have_VBP to_TO offer_VB a_DT helping_hand_NN Though_IN the_DT number_NN of_IN people_NN,w121,observe with attention,True,watch%2:39:02::,watch.v.04
../semcor3.0/brown2/br-h13.naf,railroad service decline and have failed to offer a helping_hand the number of people flowing in and out of,our_PRP $ commuter_NN railroad_NN service_NN decline_VB and_CC have_VBP failed_VB to_TO a_DT helping_hand_NN Though_IN the_DT number_NN of_IN people_NN flowing_VB in_RB,w123,a passenger train that is ridden primarily by passengers who travel regularly from one place to another,True,commuter%1:06:00::,commuter.n.01
../semcor3.0/brown2/br-h13.naf,service decline and have failed to offer a helping_hand Though number of people flowing in and out of our,$ commuter_NN railroad_NN service_NN decline_VB and_CC have_VBP failed_VB to_TO offer_VB helping_hand_NN Though_IN the_DT number_NN of_IN people_NN flowing_VB in_RB and_CC,w124,line that is the commercial organization responsible for operating a system of transportation for trains that pull passengers or freight,True,railroad%1:06:00::,railway.n.01
../semcor3.0/brown2/br-h13.naf,decline and have failed to offer a helping_hand Though the of people flowing in and out of our metropolitan,commuter_NN railroad_NN service_NN decline_VB and_CC have_VBP failed_VB to_TO offer_VB a_DT Though_IN the_DT number_NN of_IN people_NN flowing_VB in_RB and_CC out_RB,w125,work done by one person or group that benefits another,True,service%1:04:08::,service.n.01
../semcor3.0/brown2/br-h13.naf,and have failed to offer a helping_hand Though the number people flowing in and out of our metropolitan areas,railroad_NN service_NN decline_VB and_CC have_VBP failed_VB to_TO offer_VB a_DT helping_hand_NN the_DT number_NN of_IN people_NN flowing_VB in_RB and_CC out_RB of_IN,w126,grow worse,True,decline%2:30:01::,worsen.v.01
../semcor3.0/brown2/br-h13.naf,offer a helping_hand Though the number of people flowing in out of our metropolitan areas each_day has increased tremendously,have_VBP failed_VB to_TO offer_VB a_DT helping_hand_NN Though_IN the_DT number_NN of_IN flowing_VB in_RB and_CC out_RB of_IN our_PRP $ metropolitan_JJ areas_NN,w130,fail to do something; leave something undone,True,fail%2:41:02::,fail.v.01
../semcor3.0/brown2/br-h13.naf,helping_hand Though the number of people flowing in and out our metropolitan areas each_day has increased tremendously since World_War_2,to_TO offer_VB a_DT helping_hand_NN Though_IN the_DT number_NN of_IN people_NN flowing_VB and_CC out_RB of_IN our_PRP $ metropolitan_JJ areas_NN each_day_RB has_VBZ,w132,agree freely,True,offer%2:41:00::,volunteer.v.02
../semcor3.0/brown2/br-h13.naf,the number of people flowing in and out of our areas each_day has increased tremendously since World_War_2 total annual,a_DT helping_hand_NN Though_IN the_DT number_NN of_IN people_NN flowing_VB in_RB and_CC of_IN our_PRP $ metropolitan_JJ areas_NN each_day_RB has_VBZ increased_VB tremendously_RB,w134,physical assistance,True,helping_hand%1:04:00::,hand.n.14
../semcor3.0/brown2/br-h13.naf,flowing in and out of our metropolitan areas each_day has tremendously since World_War_2 total annual rail commutation dropped 124,number_NN of_IN people_NN flowing_VB in_RB and_CC out_RB of_IN our_PRP $ areas_NN each_day_RB has_VBZ increased_VB tremendously_RB since_IN World_War_2_NN total_JJ annual_JJ,w138,the property possessed by a sum or total or indefinite quantity of units or individuals,True,number%1:07:00::,number.n.01
../semcor3.0/brown2/br-h13.naf,and out of our metropolitan areas each_day has increased tremendously World_War_2 total annual rail commutation dropped 124 million from,people_NN flowing_VB in_RB and_CC out_RB of_IN our_PRP $ metropolitan_JJ areas_NN has_VBZ increased_VB tremendously_RB since_IN World_War_2_NN total_JJ annual_JJ rail_NN commutation_NN,w140,(plural) any group of human beings (men or women or children) collectively,True,people%1:14:00::,people.n.01
../semcor3.0/brown2/br-h13.naf,out of our metropolitan areas each_day has increased tremendously since total annual rail commutation dropped 124 million from 1947,flowing_VB in_RB and_CC out_RB of_IN our_PRP $ metropolitan_JJ areas_NN each_day_RB increased_VB tremendously_RB since_IN World_War_2_NN total_JJ annual_JJ rail_NN commutation_NN dropped_VB,w141,move or progress freely as if in a stream,True,flow%2:38:01::,flow.v.01
../semcor3.0/brown2/br-h13.naf,has increased tremendously since World_War_2 total annual rail commutation dropped million from 1947 to 1957 Nowhere has this decline,$ metropolitan_JJ areas_NN each_day_RB has_VBZ increased_VB tremendously_RB since_IN World_War_2_NN total_JJ rail_NN commutation_NN dropped_VB 124_CD million_JJ from_IN 1947_CD to_TO 1957_CD,w147,relating to or characteristic of a metropolis,True,metropolitan%3:01:00::,metropolitan.a.01
../semcor3.0/brown2/br-h13.naf,increased tremendously since World_War_2 total annual rail commutation dropped 124 from 1947 to 1957 Nowhere has this decline been,metropolitan_JJ areas_NN each_day_RB has_VBZ increased_VB tremendously_RB since_IN World_War_2_NN total_JJ annual_JJ commutation_NN dropped_VB 124_CD million_JJ from_IN 1947_CD to_TO 1957_CD Nowhere_RB,w148,a particular environment or walk of life,True,area%1:26:00::,sphere.n.01
../semcor3.0/brown2/br-h13.naf,World_War_2 total annual rail commutation dropped 124 million from 1947 1957 Nowhere has this decline been more painfully evident,has_VBZ increased_VB tremendously_RB since_IN World_War_2_NN total_JJ annual_JJ rail_NN commutation_NN dropped_VB million_JJ from_IN 1947_CD to_TO 1957_CD Nowhere_RB has_VBZ this_DT decline_NN,w151,become bigger or greater in amount,True,increase%2:30:00::,increase.v.01
../semcor3.0/brown2/br-h13.naf,total annual rail commutation dropped 124 million from 1947 to Nowhere has this decline been more painfully evident than,increased_VB tremendously_RB since_IN World_War_2_NN total_JJ annual_JJ rail_NN commutation_NN dropped_VB 124_CD from_IN 1947_CD to_TO 1957_CD Nowhere_RB has_VBZ this_DT decline_NN been_VB,w152,extremely,True,tremendously%4:02:00::,enormously.r.01
