file,context,context_pos,target_word,gloss,is_proper_gloss,wn_index,sense_full
./semcor3.0/brownv/br-a19.naf,number to be furloughed can not be estimated since the must be carried_out in each area depending_on what men,said_VB the_DT number_NN to_TO be_VB furloughed_VB cannot_MD be_VB estimated_VB since_IN lay-offs_NNS must_MD be_VB carried_out_VB in_IN each_DT area_NN depending_on_JJ what_WP,w193,"accept or undergo, often unwillingly",True,take%2:31:09::,take.v.19
./semcor3.0/brownv/br-a19.naf,the lay-offs must be carried_out in each area depending_on what are most needed on_the_job A thug struck a cab,since_IN the_DT lay-offs_NNS must_MD be_VB carried_out_VB in_IN each_DT area_NN depending_on_JJ men_NNS are_VBP most_RBS needed_VB on_the_job_JJ A_DT thug_NN struck_VB a_DT,w202,report or maintain,True,say%2:32:01::,allege.v.01
./semcor3.0/brownv/br-a19.naf,in each area depending_on what men are most needed on_the_job thug struck a cab driver in the face with,carried_out_VB in_IN each_DT area_NN depending_on_JJ what_WP men_NNS are_VBP most_RBS needed_VB A_DT thug_NN struck_VB a_DT cab_NN driver_NN in_IN the_DT face_NN,w207,"dismiss, usually for economic reasons",True,furlough%2:41:00::,furlough.v.01
./semcor3.0/brownv/br-a19.naf,depending_on what men are most needed on_the_job A thug struck cab driver in the face with a pistol last,area_NN depending_on_JJ what_WP men_NNS are_VBP most_RBS needed_VB on_the_job_JJ A_DT thug_NN a_DT cab_NN driver_NN in_IN the_DT face_NN with_IN a_DT pistol_NN,w210,judge tentatively or form an estimate of (quantities or time),True,estimate%2:31:00::,estimate.v.01
./semcor3.0/brownv/br-a19.naf,face with a pistol last night after robbing him of at Franklin and Mount streets The victim Norman_B._Wiley 38,the_DT face_NN with_IN a_DT pistol_NN last_JJ night_NN after_IN robbing_VB him_PRP 18_CD at_IN Franklin_NNP and_CC Mount_NNP streets_NNS The_DT victim_NN Norman_B._Wiley_NNP,w225,"require as useful, just, or proper",True,need%2:42:00::,necessitate.v.01
./semcor3.0/brownv/br-a19.naf,night after robbing him of 18 at Franklin and Mount The victim Norman_B._Wiley 38 of the 900 block North_Charles,last_JJ night_NN after_IN robbing_VB him_PRP of_IN 18_CD at_IN Franklin_NNP and_CC streets_NNS The_DT victim_NN Norman_B._Wiley_NNP 38_CD of_IN the_DT 900_CD block_NN,w230,hit against; come into sudden contact with,True,strike%2:35:01::,hit.v.02
./semcor3.0/brownv/br-a19.naf,Norman_B._Wiley 38 of the 900 block North_Charles street was treated cuts at Franklin_Square_Hospital after the robbery The driver told,victim_NN Norman_B._Wiley_NNP 38_CD of_IN the_DT 900_CD block_NN North_Charles_NNP street_NN was_VBD for_IN cuts_NNS at_IN Franklin_Square_Hospital_NNP after_IN the_DT robbery_NN The_DT driver_NN,w243,take something away by force or without the consent of the owner,True,rob%2:40:00::,rob.v.01
./semcor3.0/brownv/br-a19.naf,man got_out of the cab with his money The victim beaten when he attempted to stop the bandit He,Negro_NNP man_NN got_out_VB of_IN the_DT cab_NN with_IN his_PRP $ money_NN victim_NN was_VBD beaten_VB when_WRB he_PRP attempted_VB to_TO stop_VB the_DT,w269,provide treatment for,True,treat%2:29:00::,treat.v.03
./semcor3.0/brownv/br-a19.naf,beaten when he attempted to stop the bandit He said assailant who was armed with a .45 caliber automatic,victim_NN was_VBD beaten_VB when_WRB he_PRP attempted_VB to_TO stop_VB the_DT bandit_NN said_VB the_DT assailant_NN who_WP was_VB armed_JJ with_IN a_DT .45_CD,w280,narrate or give a detailed account of,True,tell%2:32:01::,tell.v.03
./semcor3.0/brownv/br-a19.naf,attempted to stop the bandit He said the assailant who armed with a .45 caliber automatic entered the taxi,when_WRB he_PRP attempted_VB to_TO stop_VB the_DT bandit_NN He_PRP said_VB the_DT who_WP was_VB armed_JJ with_IN a_DT .45_CD caliber_NN automatic_JJ entered_VB,w283,"to travel behind, go after, come after",True,follow%2:38:00::,follow.v.01
./semcor3.0/brownv/br-a19.naf,He said the assailant who was armed with a .45 automatic entered the taxi at Pennsylvania avenue and Gold,the_DT bandit_NN He_PRP said_VB the_DT assailant_NN who_WP was_VB armed_JJ with_IN .45_CD caliber_NN automatic_JJ entered_VB the_DT taxi_NN at_IN Pennsylvania_NNP avenue_NN,w288,move out of or depart from,True,get_out%2:38:01::,exit.v.01
./semcor3.0/brownv/br-a19.naf,automatic entered the taxi at Pennsylvania avenue and Gold street another attack Samuel_Verstandig 41 proprietor of a food store,.45_CD caliber_NN automatic_JJ entered_VB the_DT taxi_NN at_IN Pennsylvania_NNP avenue_NN and_CC street_NN In_IN another_DT attack_NN Samuel_Verstandig_NNP 41_CD proprietor_NN of_IN a_DT,w299,"give a beating to; subject to a beating, either as a punishment or as an act of aggression",True,beat%2:35:01::,beat.v.02
./semcor3.0/brownv/br-a19.naf,taxi at Pennsylvania avenue and Gold street In another attack 41 proprietor of a food store in the 2100,entered_VB the_DT taxi_NN at_IN Pennsylvania_NNP avenue_NN and_CC Gold_NNP street_NN In_IN attack_NN Samuel_Verstandig_NNP 41_CD proprietor_NN of_IN a_DT food_NN store_NN in_IN,w302,make an effort or attempt,True,attempt%2:41:00::,try.v.01
./semcor3.0/brownv/br-a19.naf,Pennsylvania avenue and Gold street In another attack Samuel_Verstandig 41 of a food store in the 2100 block Aiken,taxi_NN at_IN Pennsylvania_NNP avenue_NN and_CC Gold_NNP street_NN In_IN another_DT attack_NN 41_CD proprietor_NN of_IN a_DT food_NN store_NN in_IN the_DT 2100_CD,w304,stop from happening or developing,True,stop%2:41:00::,stop.v.03
./semcor3.0/brownv/br-a19.naf,In another attack Samuel_Verstandig 41 proprietor of a food store the 2100 block Aiken street told police two Negroes,Gold_NNP street_NN In_IN another_DT attack_NN Samuel_Verstandig_NNP 41_CD proprietor_NN of_IN a_DT store_NN in_IN the_DT 2100_CD block_NN Aiken_NNP street_NN told_VB police_NN,w309,report or maintain,True,say%2:32:01::,allege.v.01
./semcor3.0/brownv/br-a19.naf,proprietor of a food store in the 2100 block Aiken told police two Negroes assaulted him in his store,Samuel_Verstandig_NNP 41_CD proprietor_NN of_IN a_DT food_NN store_NN in_IN the_DT 2100_CD Aiken_NNP street_NN told_VB police_NN two_CD Negroes_NNPS assaulted_VB him_PRP in_IN,w314,"have the quality of being; (copula, used with an adjective or a predicate noun)",True,be%2:42:03::,be.v.01
./semcor3.0/brownv/br-a19.naf,Aiken street told police two Negroes assaulted him in his and stole 150 from the cash_register after choking and,2100_CD block_NN Aiken_NNP street_NN told_VB police_NN two_CD Negroes_NNPS assaulted_VB him_PRP his_PRP $ store_NN and_CC stole_VB 150_CD from_IN the_DT cash_register_NN,w323,to come or go into,True,enter%2:38:00::,enter.v.01
./semcor3.0/brownv/br-a19.naf,other children were seriously injured last night in a fire damaged their one-room Anne_Arundel county home The victim Darnell_Somerville,death_NN and_CC two_CD other_JJ children_NNS were_VBD seriously_RB injured_VB last_JJ night_NN a_DT fire_NN which_WDT damaged_VB their_PRP $ one-room_JJ Anne_Arundel_NNP county_NN,w353,narrate or give a detailed account of,True,tell%2:32:01::,tell.v.03
./semcor3.0/brownv/br-a19.naf,injured last night in a fire which damaged their one-room county home The victim Darnell_Somerville Negro 1 was pronounced,children_NNS were_VBD seriously_RB injured_VB last_JJ night_NN in_IN a_DT fire_NN which_WDT their_PRP $ one-room_JJ Anne_Arundel_NNP county_NN home_NN The_DT victim_NN Darnell_Somerville_NNP,w357,attack someone physically or emotionally,True,assault%2:33:00::,assail.v.01
./semcor3.0/brownv/br-a19.naf,which damaged their one-room Anne_Arundel county home The victim Darnell_Somerville 1 was pronounced dead on arrival at Anne_Arundel_General_Hospital in,in_IN a_DT fire_NN which_WDT damaged_VB their_PRP $ one-room_JJ Anne_Arundel_NNP county_NN The_DT victim_NN Darnell_Somerville_NNP Negro_NNP 1_CD was_VBD pronounced_VB dead_JJ on_IN,w363,take without the owner's consent,True,steal%2:40:00::,steal.v.01
./semcor3.0/brownv/br-a19.naf,The victim Darnell_Somerville Negro 1 was pronounced dead on arrival Anne_Arundel_General_Hospital in Annapolis His sister and brother Marie_Louise 3,one-room_JJ Anne_Arundel_NNP county_NN home_NN The_DT victim_NN Darnell_Somerville_NNP Negro_NNP 1_CD was_VBD dead_JJ on_IN arrival_NN at_IN Anne_Arundel_General_Hospital_NNP in_IN Annapolis_NNP His_PRP $,w370,wring the neck of,True,choke%2:35:02::,choke.v.03
./semcor3.0/brownv/br-a19.naf,Darnell_Somerville Negro 1 was pronounced dead on arrival at Anne_Arundel_General_Hospital Annapolis His sister and brother Marie_Louise 3 and John_Raymond,county_NN home_NN The_DT victim_NN Darnell_Somerville_NNP Negro_NNP 1_CD was_VBD pronounced_VB dead_JJ arrival_NN at_IN Anne_Arundel_General_Hospital_NNP in_IN Annapolis_NNP His_PRP $ sister_NN and_CC,w372,"give a beating to; subject to a beating, either as a punishment or as an act of aggression",True,beat%2:35:01::,beat.v.02
./semcor3.0/brownv/br-a19.naf,on arrival at Anne_Arundel_General_Hospital in Annapolis His sister and brother 3 and John_Raymond Jr. 22 months were admitted to,1_CD was_VBD pronounced_VB dead_JJ on_IN arrival_NN at_IN Anne_Arundel_General_Hospital_NNP in_IN Annapolis_NNP $ sister_NN and_CC brother_NN Marie_Louise_NNP 3_CD and_CC John_Raymond_NNP Jr._NNP,w378,cause to undergo combustion,True,burn%2:30:01::,burn.v.07
./semcor3.0/brownv/br-a19.naf,brother Marie_Louise 3 and John_Raymond Jr. 22 months were admitted the hospital The girl was in critical condition with,Annapolis_NNP His_PRP $ sister_NN and_CC brother_NN Marie_Louise_NNP 3_CD and_CC John_Raymond_NNP 22_CD months_NNS were_VBD admitted_VB to_TO the_DT hospital_NN The_DT girl_NN,w387,cause injuries or bodily harm to,True,injure%2:29:00::,injure.v.01
./semcor3.0/brownv/br-a19.naf,months were admitted to the hospital The girl was in condition with burns over 90 per_cent of her body,3_CD and_CC John_Raymond_NNP Jr._NNP 22_CD months_NNS were_VBD admitted_VB to_TO the_DT The_DT girl_NN was_VB in_IN critical_JJ condition_NN with_IN burns_NNS over_IN,w394,inflict damage upon,True,damage%2:30:00::,damage.v.01
./semcor3.0/brownv/br-a19.naf,per_cent of her body The boy received second-degree_burns of the neck and back His condition was reported to be,condition_NN with_IN burns_NNS over_IN 90_CD per_cent_NN of_IN her_PRP $ body_NN boy_NN received_VB second-degree_burns_NN of_IN the_DT face_NN neck_NN and_CC back_RB,w410,pronounce judgment on,True,pronounce%2:32:00::,pronounce.v.02
./semcor3.0/brownv/br-a19.naf,mother Mrs._Eleanor_Somerville was visiting next_door when the fire occurred The is on Old_Annapolis road a mile south of Severna_Park,be_VB fair_JJ Police_NNP said_VB the_DT children_NNS 's_POS mother_NN Mrs._Eleanor_Somerville_NNP was_VBD next_door_RB when_WRB the_DT fire_NN occurred_VB The_DT house_NN is_VB on_VB,w436,allow to enter; grant entry to,True,admit%2:41:01::,admit.v.02
./semcor3.0/brownv/br-a19.naf,fire occurred The house is on Old_Annapolis road a mile of Severna_Park at Jones_Station police said The Anne_Arundel county,mother_NN Mrs._Eleanor_Somerville_NNP was_VBD visiting_VB next_door_RB when_WRB the_DT fire_NN occurred_VB The_DT is_VB on_VB Old_Annapolis_NNP road_NN a_DT mile_NN south_RB of_IN Severna_Park_NNP,w443,"have the quality of being; (copula, used with an adjective or a predicate noun)",True,be%2:42:03::,be.v.01
./semcor3.0/brownv/br-a19.naf,police said The Anne_Arundel county school_superintendent has asked that the return to the practice of recording its proceedings mechanically,a_DT mile_NN south_RB of_IN Severna_Park_NNP at_IN Jones_Station_NNP police_NN said_VB The_DT county_NN school_superintendent_NN has_VBZ asked_VB that_IN the_DT Board_of_Education_NN return_VB to_VB,w458,go through (mental or physical states or experiences),True,receive%2:39:03::,experience.v.03
./semcor3.0/brownv/br-a19.naf,the practice of recording its proceedings mechanically so_that there will no_more question about who said what The proposal was,has_VBZ asked_VB that_IN the_DT Board_of_Education_NN return_VB to_VB the_DT practice_NN of_IN its_PRP $ proceedings_NNS mechanically_RB so_that_RB there_EX will_MD be_VB no_more_RB,w471,announce as the result of an investigation or experience or finding,True,report%2:32:04::,report.v.02
./semcor3.0/brownv/br-a19.naf,of recording its proceedings mechanically so_that there will be no_more about who said what The proposal was made by,that_IN the_DT Board_of_Education_NN return_VB to_VB the_DT practice_NN of_IN recording_NN its_PRP proceedings_NNS mechanically_RB so_that_RB there_EX will_MD be_VB no_more_RB question_NN about_IN,w473,"have the quality of being; (copula, used with an adjective or a predicate noun)",True,be%2:42:03::,be.v.01
./semcor3.0/brownv/br-a19.naf,mechanically so_that there will be no_more question about who said The proposal was made by Dr._David_S._Jenkins after he and,to_VB the_DT practice_NN of_IN recording_NN its_PRP $ proceedings_NNS mechanically_RB so_that_RB will_MD be_VB no_more_RB question_NN about_IN who_WP said_VB what_WP The_DT,w477,express in words,True,say%2:32:00::,state.v.01
./semcor3.0/brownv/br-a19.naf,said what The proposal was made by Dr._David_S._Jenkins after he Mrs._D._Ellwood_Williams Jr. a board_member and long-time critic of the,so_that_RB there_EX will_MD be_VB no_more_RB question_NN about_IN who_WP said_VB what_WP proposal_NN was_VBD made_VB by_IN Dr._David_S._Jenkins_NNP after_IN he_PRP and_CC Mrs._D._Ellwood_Williams_NNP,w486,"go to see a place, as for entertainment",True,visit%2:41:02::,visit.v.01
./semcor3.0/brownv/br-a19.naf,made by Dr._David_S._Jenkins after he and Mrs._D._Ellwood_Williams Jr. a board_member long-time critic of the superintendent argued for about fifteen,question_NN about_IN who_WP said_VB what_WP The_DT proposal_NN was_VBD made_VB by_IN after_IN he_PRP and_CC Mrs._D._Ellwood_Williams_NNP Jr._NNP a_DT board_member_NN and_CC long-time_JJ,w491,come to pass,True,occur%2:30:00::,happen.v.01
./semcor3.0/brownv/br-a19.naf,he and Mrs._D._Ellwood_Williams Jr. a board_member and long-time critic of superintendent argued for about fifteen minutes at this week,what_WP The_DT proposal_NN was_VBD made_VB by_IN Dr._David_S._Jenkins_NNP after_IN he_PRP and_CC Jr._NNP a_DT board_member_NN and_CC long-time_JJ critic_NN of_IN the_DT superintendent_NN,w495,occupy a certain position or area; be somewhere,True,be%2:42:05::,be.v.03
./semcor3.0/brownv/br-a19.naf,about fifteen minutes at this week 's meeting The disagreement over what Dr._Jenkins had said at a previous session,and_CC long-time_JJ critic_NN of_IN the_DT superintendent_NN argued_VB for_VB about_IN fifteen_CD at_IN this_DT week_NN 's_POS meeting_NN The_DT disagreement_NN was_VB over_IN,w509,express in words,True,say%2:32:00::,state.v.01
./semcor3.0/brownv/br-a19.naf,meeting The disagreement was over what Dr._Jenkins had said at previous session and_how his remarks appeared in the minutes,for_VB about_IN fifteen_CD minutes_NNS at_IN this_DT week_NN 's_POS meeting_NN The_DT was_VB over_IN what_WP Dr._Jenkins_NNP had_VBD said_VB at_IN a_DT previous_JJ,w516,make a request or demand for something to somebody,True,ask%2:32:01::,ask.v.02
./semcor3.0/brownv/br-a19.naf,over what Dr._Jenkins had said at a previous session and_how remarks appeared in the minutes presented at the following,at_IN this_DT week_NN 's_POS meeting_NN The_DT disagreement_NN was_VB over_IN what_WP had_VBD said_VB at_IN a_DT previous_JJ session_NN and_how_RB his_PRP $,w520,go back to a previous state,True,return%2:30:00::,revert.v.01
./semcor3.0/brownv/br-a19.naf,appeared in the minutes presented at the following meeting Mrs._Williams a list which she said contained about nine or,said_VB at_IN a_DT previous_JJ session_NN and_how_RB his_PRP $ remarks_NNS appeared_VB the_DT minutes_NNS presented_VB at_IN the_DT following_JJ meeting_NN Mrs._Williams_NNP had_VB,w532,"have an existence, be extant",True,be%2:42:00::,exist.v.01
./semcor3.0/brownv/br-a19.naf,at the following meeting Mrs._Williams had a list which she contained about nine or ten discrepancies between her memory,and_how_RB his_PRP $ remarks_NNS appeared_VB in_IN the_DT minutes_NNS presented_VB at_IN following_JJ meeting_NN Mrs._Williams_NNP had_VB a_DT list_NN which_WDT she_PRP said_VB,w537,express in words,True,say%2:32:00::,state.v.01
./semcor3.0/brownv/br-a19.naf,a list which she said contained about nine or ten between her memory of Dr._Jenkins 's conversation and_how they,the_DT minutes_NNS presented_VB at_IN the_DT following_JJ meeting_NN Mrs._Williams_NNP had_VB a_DT which_WDT she_PRP said_VB contained_VB about_IN nine_CD or_CC ten_CD discrepancies_NNS,w543,"give rise to; cause to happen or occur, not always intentionally",True,make%2:36:08::,cause.v.01
./semcor3.0/brownv/br-a19.naf,they were written up for the board 's approval I to have these things come_up again_and_again Dr._Jenkins commented as,discrepancies_NNS between_IN her_PRP $ memory_NN of_IN Dr._Jenkins_NNP 's_POS conversation_NN and_how_RB were_VBD written_VB up_IN for_IN the_DT board_NN 's_POS approval_NN I_PRP,w562,present reasons and arguments,True,argue%2:32:02::,argue.v.01
./semcor3.0/brownv/br-a19.naf,these things come_up again_and_again Dr._Jenkins commented as he made his These are the board 's minutes I 'll write,up_IN for_IN the_DT board_NN 's_POS approval_NN I_PRP hate_VB to_TO have_VB things_NNS come_up_VB again_and_again_RB Dr._Jenkins_NNP commented_VB as_IN he_PRP made_VB his_PRP,w575,be identical to; be someone or something,True,be%2:42:06::,be.v.02
./semcor3.0/brownv/br-a19.naf,commented as he made his suggestion These are the board minutes I 'll write what you tell me to,approval_NN I_PRP hate_VB to_TO have_VB these_DT things_NNS come_up_VB again_and_again_RB Dr._Jenkins_NNP as_IN he_PRP made_VB his_PRP $ suggestion_NN These_DT are_VB the_DT,w580,express in words,True,say%2:32:00::,state.v.01
./semcor3.0/brownv/br-a19.naf,the board 's minutes I 'll write what you tell to For a_number_of years the board used a machine,again_and_again_RB Dr._Jenkins_NNP commented_VB as_IN he_PRP made_VB his_PRP $ suggestion_NN These_DT the_DT board_NN 's_POS minutes_NNS I_PRP 'll_MD write_VB what_WP you_PRP,w588,be issued or published,True,appear%2:30:01::,appear.v.03
./semcor3.0/brownv/br-a19.naf,I 'll write what you tell me to For a_number_of the board used a machine to keep a permanent,he_PRP made_VB his_PRP $ suggestion_NN These_DT are_VB the_DT board_NN 's_POS I_PRP 'll_MD write_VB what_WP you_PRP tell_VB me_PRP to_TO For_IN,w592,"deliver (a speech, oration, or idea)",True,present%2:32:02::,deliver.v.01
./semcor3.0/brownv/br-a19.naf,to For a_number_of years the board used a machine to a permanent record but abandoned the practice about two,the_DT board_NN 's_POS minutes_NNS I_PRP 'll_MD write_VB what_WP you_PRP tell_VB to_TO For_IN a_number_of_JJ years_NNS the_DT board_NN used_VB a_DT machine_NN,w599,have ownership or possession of,True,have%2:40:04::,own.v.01
./semcor3.0/brownv/br-a19.naf,board used a machine to keep a permanent record but the practice about two years ago It was about,'ll_MD write_VB what_WP you_PRP tell_VB me_PRP to_TO For_IN a_number_of_JJ years_NNS board_NN used_VB a_DT machine_NN to_TO keep_VB a_DT permanent_JJ record_NN,w604,report or maintain,True,say%2:32:01::,allege.v.01
./semcor3.0/brownv/br-a19.naf,used a machine to keep a permanent record but abandoned practice about two years ago It was about that,write_VB what_WP you_PRP tell_VB me_PRP to_TO For_IN a_number_of_JJ years_NNS the_DT used_VB a_DT machine_NN to_TO keep_VB a_DT permanent_JJ record_NN but_CC,w605,include or contain; have as a component,True,contain%2:42:00::,incorporate.v.02
./semcor3.0/brownv/br-a19.naf,It was about that time a board_member said later that Jr. State superintendent of schools told Dr._Jenkins and a_number_of,a_DT permanent_JJ record_NN but_CC abandoned_VB the_DT practice_NN about_IN two_CD years_NNS It_PRP was_VB about_VB that_IN time_NN a_DT board_member_NN said_VB later_RB,w621,produce a literary work,True,write%2:36:00::,write.v.01
./semcor3.0/brownv/br-a19.naf,Dr._Thomas_G._Pullen Jr. State superintendent of schools told Dr._Jenkins and a_number_of education officials that he would not talk to them,ago_RB It_PRP was_VB about_VB that_IN time_NN a_DT board_member_NN said_VB later_RB Dr._Thomas_G._Pullen_NNP Jr._NNP State_NNP superintendent_NN of_IN schools_NNS told_VB Dr._Jenkins_NNP and_CC,w631,dislike intensely; feel antipathy or aversion towards,True,hate%2:37:00::,hate.v.01
./semcor3.0/brownv/br-a19.naf,State superintendent of schools told Dr._Jenkins and a_number_of other education that he would not talk to them with a,was_VB about_VB that_IN time_NN a_DT board_member_NN said_VB later_RB that_IN Dr._Thomas_G._Pullen_NNP State_NNP superintendent_NN of_IN schools_NNS told_VB Dr._Jenkins_NNP and_CC a_number_of_JJ other_JJ,w633,go through (mental or physical states or experiences),True,have%2:39:06::,experience.v.03
./semcor3.0/brownv/br-a19.naf,schools told Dr._Jenkins and a_number_of other education officials that he not talk to them with a recording_machine sitting in_front,time_NN a_DT board_member_NN said_VB later_RB that_IN Dr._Thomas_G._Pullen_NNP Jr._NNP State_NNP superintendent_NN schools_NNS told_VB Dr._Jenkins_NNP and_CC a_number_of_JJ other_JJ education_NN officials_NNS that_IN,w636,result or issue,True,come_up%2:30:00::,arise.v.04
./semcor3.0/brownv/br-a19.naf,other education officials that he would not talk to them a recording_machine sitting in_front of him The Board of,that_IN Dr._Thomas_G._Pullen_NNP Jr._NNP State_NNP superintendent_NN of_IN schools_NNS told_VB Dr._Jenkins_NNP and_CC other_JJ education_NN officials_NNS that_IN he_PRP would_MD not_RB talk_VB to_TO,w641,make or write a comment on,True,comment%2:32:00::,comment.v.01
./semcor3.0/brownv/br-a19.naf,that he would not talk to them with a recording_machine in_front of him The Board of County Commissioners the,State_NNP superintendent_NN of_IN schools_NNS told_VB Dr._Jenkins_NNP and_CC a_number_of_JJ other_JJ education_NN that_IN he_PRP would_MD not_RB talk_VB to_TO them_PRP with_IN a_DT,w644,"give rise to; cause to happen or occur, not always intentionally",True,make%2:36:08::,cause.v.01
./semcor3.0/brownv/br-a19.naf,them with a recording_machine sitting in_front of him The Board County Commissioners the Sanitary_Commission the Planning and Zoning_Board and,and_CC a_number_of_JJ other_JJ education_NN officials_NNS that_IN he_PRP would_MD not_RB talk_VB them_PRP with_IN a_DT recording_machine_NN sitting_VB in_front_RB of_IN him_PRP The_DT,w650,be identical to; be someone or something,True,be%2:42:06::,be.v.02
